date,tournament,team,scored_goals,matches,conceded_goals,continent
1978,Friendly,North Korea,0.0,1.0,1.0,Asia
1978,FIFA World Cup,Scotland,5.0,3.0,6.0,Europe
1978,Friendly,Sierra Leone,2.0,2.0,9.0,Africa
1978,FIFA World Cup,Sweden,1.0,3.0,3.0,Europe
1978,FIFA World Cup,Tunisia,3.0,3.0,2.0,Africa
1978,African Cup of Nations,Uganda,9.0,5.0,7.0,Africa
1978,Friendly,United States,0.0,3.0,3.0,Americas
1978,Friendly,Wales,1.0,1.0,0.0,Europe
1978,Friendly,Yemen,0.0,1.0,2.0,Asia
1978,African Cup of Nations,Zambia,3.0,3.0,2.0,Africa
1978,Other,Zambia,22.0,6.0,6.0,Africa
1979,Other,Afghanistan,2.0,1.0,3.0,Asia
1979,Friendly,Algeria,1.0,1.0,0.0,Africa
1979,Friendly,Armenia,0.0,1.0,3.0,Asia
1979,Friendly,Australia,0.0,1.0,1.0,Oceania
1979,Friendly,Belgium,0.0,1.0,1.0,Europe
1979,Friendly,Burkina Faso,5.0,2.0,8.0,Africa
1979,Friendly,Congo,4.0,2.0,1.0,Africa
1979,Friendly,England,3.0,2.0,4.0,Europe
1979,Friendly,Finland,3.0,4.0,3.0,Europe
1979,Friendly,Greece,3.0,3.0,9.0,Europe
1979,Other,Hong Kong,0.0,2.0,3.0,Asia
1979,Friendly,India,0.0,1.0,0.0,Asia
1979,Friendly,Kazakhstan,1.0,1.0,0.0,Asia
1979,Friendly,Latvia,1.0,1.0,2.0,Europe
1979,Friendly,Malta,0.0,1.0,4.0,Europe
1979,Other,Mauritania,4.0,3.0,11.0,Africa
1979,Friendly,Palestine,0.0,1.0,0.0,Asia
1979,Friendly,Paraguay,4.0,3.0,9.0,Americas
1979,Friendly,Portugal,1.0,1.0,1.0,Europe
1979,Other,Samoa,3.0,3.0,19.0,Oceania
1979,Other,Senegal,7.0,4.0,1.0,Africa
1979,Other,Spain,5.0,2.0,3.0,Europe
1979,Friendly,Switzerland,0.0,1.0,2.0,Europe
1979,Friendly,Taiwan,3.0,1.0,0.0,Asia
1979,Friendly,Tanzania,5.0,5.0,7.0,Africa
1979,Friendly,Trinidad and Tobago,3.0,3.0,5.0,Americas
1979,Other,Tuvalu,10.0,4.0,24.0,Oceania
1979,Friendly,Ukraine,2.0,2.0,0.0,Europe
1979,Other,United Arab Emirates,5.0,6.0,18.0,Asia
1979,Friendly,Uruguay,1.0,2.0,7.0,Americas
1979,Friendly,Zimbabwe,6.0,1.0,0.0,Africa
1980,Friendly,Algeria,1.0,1.0,5.0,Africa
1980,Friendly,Angola,1.0,2.0,1.0,Africa
1980,Other,Angola,0.0,1.0,0.0,Africa
1980,Friendly,Chile,3.0,3.0,4.0,Americas
1980,Friendly,China,1.0,1.0,3.0,Asia
1980,Friendly,Cuba,2.0,2.0,5.0,Americas
1980,UEFA Euro,England,3.0,3.0,3.0,Europe
1980,Friendly,Finland,3.0,4.0,12.0,Europe
1980,Friendly,Gabon,2.0,3.0,8.0,Africa
1980,Friendly,Greenland,1.0,2.0,10.0,Americas
1980,Friendly,Guadeloupe,0.0,1.0,1.0,Americas
1980,Friendly,Guyana,1.0,2.0,3.0,Americas
1980,Friendly,Iran,5.0,2.0,0.0,Asia
1980,Other,Macao,0.0,3.0,9.0,Asia
1980,African Cup of Nations,Morocco,4.0,5.0,3.0,Africa
1980,Other,Netherlands,1.0,3.0,5.0,Europe
1980,Friendly,Niger,0.0,1.0,1.0,Africa
1980,Friendly,Northern Ireland,3.0,2.0,2.0,Europe
1980,Other,Papua New Guinea,6.0,3.0,22.0,Oceania
1980,Other,Poland,2.0,1.0,0.0,Europe
1980,Friendly,Scotland,1.0,2.0,4.0,Europe
1980,Other,Solomon Islands,2.0,2.0,9.0,Oceania
1980,African Cup of Nations,Tanzania,3.0,3.0,6.0,Africa
1980,Other,Thailand,14.0,11.0,14.0,Asia
1980,Friendly,United States,3.0,2.0,1.0,Americas
1981,Other,Bahrain,1.0,4.0,6.0,Asia
1981,Friendly,Barbados,1.0,2.0,2.0,Americas
1981,Friendly,Belgium,0.0,1.0,2.0,Europe
1981,Friendly,Burkina Faso,1.0,2.0,3.0,Africa
1981,Friendly,Canada,4.0,1.0,2.0,Americas
1981,Friendly,Cuba,0.0,2.0,6.0,Americas
1981,Friendly,DR Congo,7.0,4.0,8.0,Africa
1981,Friendly,Ghana,4.0,4.0,7.0,Africa
1981,Friendly,Grenada,2.0,2.0,8.0,Americas
1981,Friendly,Guinea,2.0,2.0,2.0,Africa
1981,Friendly,Hungary,3.0,1.0,0.0,Europe
1981,Friendly,India,1.0,2.0,5.0,Asia
1981,Friendly,Luxembourg,0.0,1.0,3.0,Europe
1981,Friendly,Macao,1.0,1.0,3.0,Asia
1981,Other,Malawi,2.0,2.0,3.0,Africa
1981,Friendly,Malta,1.0,1.0,0.0,Europe
1981,Other,Mauritania,4.0,3.0,8.0,Africa
1981,Friendly,Mauritius,3.0,3.0,3.0,Africa
1981,Friendly,Netherlands,1.0,1.0,2.0,Europe
1981,Other,Philippines,0.0,1.0,3.0,Asia
1981,Friendly,Qatar,0.0,1.0,4.0,Asia
1981,Friendly,South Korea,1.0,3.0,6.0,Asia
1981,Friendly,Sudan,1.0,2.0,3.0,Africa
1981,Friendly,Syria,0.0,1.0,3.0,Asia
1981,Friendly,São Tomé and Príncipe,1.0,1.0,1.0,Africa
1981,Other,Taiwan,3.0,4.0,8.0,Asia
1981,Friendly,Tanzania,5.0,5.0,8.0,Africa
1981,Other,United Arab Emirates,6.0,5.0,10.0,Asia
1981,Friendly,Wales,3.0,1.0,1.0,Europe
1981,Friendly,Yemen,1.0,1.0,1.0,Asia
1982,Friendly,Bahrain,0.0,1.0,2.0,Asia
1982,Friendly,Bhutan,1.0,1.0,3.0,Asia
1982,Friendly,Botswana,0.0,1.0,2.0,Africa
1982,Other,Burkina Faso,4.0,4.0,5.0,Africa
1982,FIFA World Cup,Cameroon,1.0,3.0,1.0,Africa
1982,Other,Chile,0.0,1.0,1.0,Americas
1982,Friendly,China,2.0,3.0,4.0,Asia
1982,Friendly,Congo,1.0,1.0,2.0,Africa
1982,FIFA World Cup,El Salvador,1.0,3.0,13.0,Americas
1982,Other,Germany,0.0,2.0,3.0,Europe
1982,Friendly,Hong Kong,0.0,1.0,1.0,Asia
1982,Friendly,Japan,0.0,1.0,3.0,Asia
1982,FIFA World Cup,Kuwait,1.0,2.0,5.0,Asia
1982,Other,Mauritania,3.0,3.0,8.0,Africa
1982,Other,Morocco,3.0,2.0,3.0,Africa
1982,FIFA World Cup,New Zealand,2.0,3.0,12.0,Oceania
1982,Other,New Zealand,2.0,1.0,1.0,Oceania
1982,Friendly,Niger,3.0,2.0,3.0,Africa
1982,Friendly,North Korea,0.0,1.0,2.0,Asia
1982,FIFA World Cup,Northern Ireland,5.0,4.0,7.0,Europe
1982,Friendly,Northern Ireland,0.0,1.0,4.0,Europe
1982,Friendly,Oman,4.0,2.0,1.0,Asia
1982,Friendly,Pakistan,1.0,1.0,4.0,Asia
1982,Friendly,Peru,5.0,4.0,4.0,Americas
1982,Friendly,Poland,4.0,1.0,0.0,Europe
1982,Other,Poland,4.0,2.0,4.0,Europe
1982,Friendly,Portugal,5.0,4.0,9.0,Europe
1982,Friendly,Qatar,1.0,1.0,2.0,Asia
1982,Other,Qatar,5.0,5.0,4.0,Asia
1982,Friendly,Republic of Ireland,1.0,4.0,12.0,Europe
1982,Friendly,Rwanda,0.0,1.0,1.0,Africa
1982,Other,Rwanda,1.0,1.0,0.0,Africa
1982,Friendly,Sierra Leone,0.0,1.0,1.0,Africa
1982,Other,Sudan,0.0,1.0,2.0,Africa
1982,Friendly,Suriname,3.0,1.0,2.0,Americas
1982,Other,Sweden,2.0,4.0,4.0,Europe
1982,Friendly,Tanzania,3.0,4.0,2.0,Africa
1982,Friendly,Thailand,1.0,2.0,2.0,Asia
1982,African Cup of Nations,Tunisia,1.0,3.0,4.0,Africa
1982,Friendly,Turkey,0.0,1.0,5.0,Asia
1982,Friendly,Uganda,4.0,4.0,5.0,Africa
1982,Friendly,United States,2.0,1.0,1.0,Americas
1982,Other,Uruguay,7.0,4.0,3.0,Americas
1982,Friendly,Wales,2.0,2.0,1.0,Europe
1982,African Cup of Nations,Zambia,7.0,5.0,3.0,Africa
1983,Friendly,Angola,0.0,1.0,1.0,Africa
1983,Other,Benin,2.0,1.0,6.0,Africa
1983,Friendly,Bulgaria,7.0,4.0,10.0,Europe
1983,Friendly,Cuba,0.0,4.0,6.0,Americas
1983,Friendly,Djibouti,3.0,2.0,12.0,Africa
1983,Friendly,England,2.0,3.0,1.0,Europe
1983,Friendly,Faroe Islands,3.0,3.0,8.0,Europe
1983,Friendly,Finland,1.0,1.0,3.0,Europe
1983,Friendly,Jordan,1.0,1.0,2.0,Asia
1983,Friendly,Macao,0.0,1.0,1.0,Asia
1983,Friendly,Mauritius,4.0,3.0,3.0,Africa
1983,Friendly,Morocco,0.0,3.0,2.0,Africa
1983,Friendly,Mozambique,0.0,2.0,2.0,Africa
1983,Other,Nepal,0.0,2.0,8.0,Asia
1983,Other,Papua New Guinea,20.0,3.0,4.0,Oceania
1983,Friendly,Russia,7.0,4.0,4.0,Europe
1983,Other,Solomon Islands,0.0,2.0,11.0,Oceania
1983,Friendly,South Korea,4.0,4.0,5.0,Asia
1983,Friendly,Spain,1.0,1.0,1.0,Europe
1983,Friendly,Sudan,1.0,2.0,5.0,Africa
1983,Other,Suriname,0.0,2.0,1.0,Americas
1983,Other,Syria,0.0,1.0,1.0,Asia
1983,Friendly,Taiwan,2.0,1.0,0.0,Asia
1983,Other,Thailand,6.0,6.0,9.0,Asia
1983,Other,Trinidad and Tobago,4.0,3.0,4.0,Americas
1983,Friendly,Uganda,2.0,2.0,2.0,Africa
1983,Friendly,United States,2.0,1.0,0.0,Americas
1983,Other,Vanuatu,2.0,2.0,12.0,Oceania
1983,Other,Wallis Islands and Futuna,5.0,4.0,8.0,Oceania
1983,Other,Zimbabwe,4.0,4.0,2.0,Africa
1984,Other,Afghanistan,1.0,4.0,20.0,Asia
1984,Other,Antigua and Barbuda,2.0,2.0,5.0,Americas
1984,Friendly,Australia,2.0,1.0,3.0,Oceania
1984,UEFA Euro,Belgium,2.0,2.0,8.0,Europe
1984,Friendly,Cameroon,4.0,3.0,8.0,Africa
1984,Friendly,Costa Rica,1.0,1.0,1.0,Americas
1984,Friendly,Cuba,2.0,2.0,1.0,Americas
1984,Friendly,Ecuador,4.0,6.0,6.0,Americas
1984,Other,Equatorial Guinea,2.0,3.0,7.0,Africa
1984,Other,Grenada,4.0,1.0,0.0,Americas
1984,Other,Guatemala,0.0,1.0,2.0,Americas
1984,Other,Guinea,3.0,3.0,3.0,Africa
1984,Friendly,Hong Kong,3.0,1.0,0.0,Asia
1984,Friendly,India,5.0,6.0,20.0,Asia
1984,Friendly,Iraq,2.0,2.0,1.0,Asia
1984,Friendly,Japan,2.0,1.0,1.0,Asia
1984,Friendly,Lesotho,1.0,1.0,3.0,Africa
1984,Friendly,Malta,1.0,1.0,2.0,Europe
1984,Other,Nepal,0.0,4.0,30.0,Asia
1984,Friendly,Nicaragua,0.0,1.0,2.0,Americas
1984,African Cup of Nations,Nigeria,7.0,5.0,8.0,Africa
1984,Friendly,Nigeria,0.0,1.0,5.0,Africa
1984,Other,Papua New Guinea,4.0,3.0,6.0,Oceania
1984,Other,Philippines,3.0,5.0,16.0,Asia
1984,Friendly,Portugal,2.0,1.0,1.0,Europe
1984,Other,Romania,2.0,1.0,3.0,Europe
1984,Other,Russia,1.0,2.0,2.0,Europe
1984,Other,Saint Vincent and the Grenadines,0.0,1.0,2.0,Americas
1984,Friendly,Scotland,0.0,1.0,2.0,Europe
1984,Friendly,Sierra Leone,1.0,3.0,2.0,Africa
1984,UEFA Euro,Spain,4.0,5.0,5.0,Europe
1984,Friendly,Syria,1.0,2.0,3.0,Asia
1984,Friendly,Tanzania,1.0,1.0,1.0,Africa
1984,Friendly,Thailand,4.0,2.0,3.0,Asia
1984,African Cup of Nations,Togo,1.0,3.0,7.0,Africa
1984,Other,Togo,7.0,5.0,5.0,Africa
1984,Friendly,Uganda,0.0,1.0,1.0,Africa
1984,Friendly,Wales,0.0,2.0,1.0,Europe
1984,Other,Yemen,2.0,4.0,18.0,Asia
1985,Friendly,Austria,0.0,2.0,2.0,Europe
1985,Other,Cayman Islands,1.0,1.0,2.0,Americas
1985,Friendly,China,5.0,3.0,5.0,Asia
1985,Friendly,Cuba,2.0,2.0,3.0,Americas
1985,Other,Cyprus,1.0,3.0,13.0,Asia
1985,Other,Equatorial Guinea,1.0,2.0,3.0,Africa
1985,Friendly,Faroe Islands,0.0,2.0,10.0,Europe
1985,Friendly,Fiji,0.0,3.0,10.0,Oceania
1985,Friendly,Finland,5.0,6.0,14.0,Europe
1985,Friendly,Guinea-Bissau,1.0,1.0,3.0,Africa
1985,Other,Lebanon,0.0,4.0,27.0,Asia
1985,Friendly,Macao,0.0,1.0,2.0,Asia
1985,Friendly,Morocco,0.0,1.0,0.0,Africa
1985,Friendly,Nepal,1.0,2.0,9.0,Asia
1985,Friendly,Northern Ireland,0.0,1.0,0.0,Europe
1985,Friendly,Saint Lucia,1.0,1.0,4.0,Americas
1985,Other,Sierra Leone,3.0,3.0,3.0,Africa
1985,Friendly,South Korea,4.0,4.0,5.0,Asia
1985,Friendly,São Tomé and Príncipe,2.0,1.0,3.0,Africa
1985,Other,Taiwan,1.0,3.0,18.0,Asia
1985,Friendly,Tanzania,0.0,3.0,2.0,Africa
1985,Other,Tanzania,2.0,2.0,4.0,Africa
1985,Friendly,Uganda,1.0,1.0,0.0,Africa
1985,Friendly,United Arab Emirates,7.0,3.0,5.0,Asia
1985,Friendly,Venezuela,0.0,1.0,4.0,Americas
1986,Other,Algeria,2.0,2.0,2.0,Africa
1986,Friendly,Argentina,0.0,2.0,3.0,Americas
1986,Friendly,Bangladesh,0.0,1.0,1.0,Asia
1986,Friendly,Barbados,1.0,1.0,2.0,Americas
1986,FIFA World Cup,Belgium,12.0,7.0,15.0,Europe
1986,Friendly,Bhutan,0.0,1.0,4.0,Asia
1986,Other,Bulgaria,1.0,2.0,1.0,Europe
1986,Friendly,Cameroon,1.0,1.0,1.0,Africa
1986,Other,Cameroon,10.0,4.0,2.0,Africa
1986,Friendly,Chile,1.0,1.0,1.0,Americas
1986,Friendly,Cyprus,0.0,1.0,0.0,Asia
1986,Friendly,DR Congo,3.0,2.0,2.0,Africa
1986,Friendly,Dominican Republic,1.0,1.0,2.0,Americas
1986,Friendly,England,11.0,6.0,2.0,Europe
1986,Friendly,Ethiopia,8.0,3.0,2.0,Africa
1986,Friendly,Hong Kong,5.0,2.0,6.0,Asia
1986,Friendly,India,1.0,1.0,3.0,Asia
1986,Friendly,Ivory Coast,7.0,5.0,4.0,Africa
1986,Friendly,Luxembourg,0.0,1.0,2.0,Europe
1986,Other,Mali,1.0,2.0,2.0,Africa
1986,Friendly,Mozambique,1.0,1.0,4.0,Africa
1986,Friendly,North Korea,2.0,2.0,5.0,Asia
1986,Other,North Korea,5.0,5.0,2.0,Asia
1986,Other,Northern Ireland,0.0,2.0,3.0,Europe
1986,Friendly,Paraguay,13.0,7.0,5.0,Americas
1986,Other,Paraguay,3.0,1.0,1.0,Americas
1986,Friendly,Peru,0.0,1.0,4.0,Americas
1986,Other,Peru,2.0,2.0,3.0,Americas
1986,Friendly,Rwanda,3.0,2.0,3.0,Africa
1986,Other,Saint Vincent and the Grenadines,1.0,1.0,5.0,Americas
1986,African Cup of Nations,Senegal,3.0,3.0,1.0,Africa
1986,Other,Sierra Leone,10.0,6.0,8.0,Africa
1986,Friendly,Somalia,1.0,1.0,2.0,Africa
1986,Friendly,Sri Lanka,2.0,4.0,10.0,Asia
1986,Other,Syria,1.0,1.0,2.0,Asia
1986,Friendly,Tanzania,0.0,1.0,1.0,Africa
1986,Other,Tanzania,2.0,1.0,4.0,Africa
1986,Friendly,Thailand,0.0,1.0,4.0,Asia
1986,Friendly,Togo,3.0,3.0,4.0,Africa
1986,Other,Uganda,0.0,1.0,0.0,Africa
1986,Other,Wales,1.0,1.0,1.0,Europe
1986,African Cup of Nations,Zambia,2.0,3.0,4.0,Africa
1987,Friendly,Algeria,0.0,1.0,2.0,Africa
1987,Friendly,Austria,5.0,2.0,3.0,Europe
1987,Friendly,Belgium,0.0,2.0,1.0,Europe
1987,Other,Benin,2.0,2.0,3.0,Africa
1987,Other,Brazil,3.0,2.0,1.0,Americas
1987,Friendly,Burundi,6.0,3.0,4.0,Africa
1987,Friendly,Canada,2.0,3.0,7.0,Americas
1987,Friendly,Central African Republic,1.0,2.0,4.0,Africa
1987,Friendly,China,2.0,1.0,3.0,Asia
1987,Other,China,1.0,1.0,1.0,Asia
1987,Friendly,Cyprus,1.0,1.0,2.0,Asia
1987,Friendly,DR Congo,4.0,2.0,3.0,Africa
1987,Friendly,Denmark,0.0,2.0,2.0,Europe
1987,Copa América,Ecuador,1.0,2.0,4.0,Americas
1987,Friendly,Egypt,2.0,1.0,0.0,Africa
1987,Friendly,England,5.0,2.0,5.0,Europe
1987,Friendly,France,1.0,1.0,2.0,Europe
1987,Friendly,French Guiana,1.0,1.0,4.0,Americas
1987,Other,Gabon,2.0,4.0,3.0,Africa
1987,Friendly,Ghana,4.0,4.0,2.0,Africa
1987,Friendly,Grenada,1.0,2.0,4.0,Americas
1987,Friendly,Guinea-Bissau,2.0,2.0,0.0,Africa
1987,Friendly,Iceland,2.0,2.0,1.0,Europe
1987,Friendly,Iraq,5.0,3.0,4.0,Asia
1987,Friendly,Italy,3.0,3.0,1.0,Europe
1987,Friendly,Luxembourg,0.0,1.0,2.0,Europe
1987,Friendly,Macao,0.0,1.0,5.0,Asia
1987,Friendly,Malta,1.0,1.0,1.0,Europe
1987,Friendly,Martinique,1.0,1.0,1.0,Americas
1987,Friendly,Mauritania,1.0,1.0,2.0,Africa
1987,Friendly,Mauritius,0.0,1.0,0.0,Africa
1987,Friendly,Morocco,1.0,1.0,2.0,Africa
1987,Other,Morocco,0.0,1.0,1.0,Africa
1987,Friendly,Nigeria,0.0,1.0,0.0,Africa
1987,Friendly,Northern Ireland,1.0,1.0,1.0,Europe
1987,Other,Oman,0.0,1.0,2.0,Asia
1987,Friendly,Paraguay,3.0,2.0,0.0,Americas
1987,Friendly,Réunion,0.0,1.0,3.0,Africa
1987,Friendly,Saint Vincent and the Grenadines,0.0,1.0,3.0,Americas
1987,Friendly,Senegal,1.0,2.0,1.0,Africa
1987,Friendly,Seychelles,1.0,2.0,3.0,Africa
1987,Friendly,Syria,2.0,2.0,3.0,Asia
1987,Other,Syria,0.0,1.0,1.0,Asia
1987,Friendly,Trinidad and Tobago,2.0,1.0,1.0,Americas
1987,Other,Tunisia,2.0,3.0,2.0,Africa
1987,Other,United States,2.0,3.0,4.0,Americas
1987,Copa América,Uruguay,2.0,2.0,0.0,Americas
1987,Friendly,Vanuatu,6.0,1.0,2.0,Oceania
1987,Other,Wallis Islands and Futuna,7.0,4.0,14.0,Oceania
1987,Other,Zambia,1.0,2.0,6.0,Africa
1988,Other,Chad,2.0,2.0,4.0,Africa
1988,Other,Colombia,1.0,2.0,1.0,Americas
1988,Friendly,Congo,1.0,2.0,5.0,Africa
1988,Friendly,Cuba,0.0,1.0,0.0,Americas
1988,African Cup of Nations,DR Congo,2.0,3.0,3.0,Africa
1988,Friendly,Faroe Islands,0.0,1.0,1.0,Europe
1988,Friendly,Gabon,3.0,2.0,9.0,Africa
1988,Other,Hong Kong,0.0,4.0,5.0,Asia
1988,Other,India,1.0,5.0,6.0,Asia
1988,Other,Mauritania,5.0,3.0,6.0,Africa
1988,Other,Morocco,4.0,2.0,3.0,Africa
1988,Friendly,Niger,8.0,5.0,3.0,Africa
1988,African Cup of Nations,Nigeria,5.0,5.0,3.0,Africa
1988,Friendly,North Korea,0.0,1.0,0.0,Asia
1988,Other,Pakistan,1.0,4.0,12.0,Asia
1988,Friendly,Portugal,0.0,1.0,0.0,Europe
1988,Other,Republic of Ireland,0.0,2.0,2.0,Europe
1988,Friendly,Scotland,3.0,4.0,5.0,Europe
1988,Friendly,Senegal,3.0,2.0,1.0,Africa
1988,Other,Seychelles,0.0,1.0,3.0,Africa
1988,Friendly,Sierra Leone,0.0,2.0,1.0,Africa
1988,Other,Sierra Leone,6.0,5.0,8.0,Africa
1988,Other,Singapore,3.0,1.0,1.0,Asia
1988,UEFA Euro,Spain,3.0,3.0,5.0,Europe
1988,Other,Suriname,3.0,2.0,1.0,Americas
1988,Other,Sweden,2.0,2.0,1.0,Europe
1988,Other,Switzerland,7.0,4.0,5.0,Europe
1988,Other,Taiwan,1.0,1.0,4.0,Asia
1988,Friendly,Tanzania,1.0,1.0,1.0,Africa
1988,Other,Tanzania,1.0,3.0,3.0,Africa
1988,Friendly,Togo,1.0,2.0,3.0,Africa
1988,Friendly,Vanuatu,2.0,4.0,19.0,Oceania
1988,Friendly,Venezuela,0.0,1.0,0.0,Americas
1988,Friendly,Wales,5.0,3.0,6.0,Europe
1988,Friendly,Yemen,1.0,1.0,4.0,Asia
1988,Friendly,Zimbabwe,2.0,1.0,3.0,Africa
1988,Other,Zimbabwe,3.0,4.0,2.0,Africa
1989,Friendly,Argentina,3.0,4.0,4.0,Americas
1989,Friendly,Bermuda,6.0,5.0,6.0,Americas
1989,Friendly,Central African Republic,0.0,1.0,3.0,Africa
1989,Friendly,China,2.0,3.0,6.0,Asia
1989,Friendly,DR Congo,4.0,5.0,4.0,Africa
1989,Friendly,Finland,4.0,5.0,7.0,Europe
1989,Friendly,France,4.0,2.0,2.0,Europe
1989,Other,Greenland,0.0,2.0,6.0,Americas
1989,Friendly,Indonesia,2.0,1.0,1.0,Asia
1989,Other,Libya,0.0,1.0,1.0,Africa
1989,Friendly,Macao,1.0,1.0,2.0,Asia
1989,Friendly,Malaysia,0.0,1.0,1.0,Asia
1989,Other,Martinique,1.0,1.0,3.0,Americas
1989,Friendly,Mozambique,4.0,4.0,2.0,Africa
1989,Friendly,Panama,0.0,1.0,2.0,Americas
1989,Friendly,Russia,3.0,3.0,4.0,Europe
1989,Friendly,Sierra Leone,0.0,1.0,1.0,Africa
1989,Other,Sierra Leone,2.0,3.0,3.0,Africa
1989,Friendly,Turkey,1.0,1.0,0.0,Asia
1989,Friendly,Uganda,6.0,4.0,4.0,Africa
1989,Friendly,Vanuatu,2.0,4.0,12.0,Oceania
1989,Friendly,Yemen,3.0,3.0,8.0,Asia
1989,Friendly,Zambia,4.0,4.0,4.0,Africa
1990,Friendly,Albania,0.0,1.0,1.0,Europe
1990,Other,Angola,1.0,1.0,1.0,Africa
1990,Friendly,Antigua and Barbuda,1.0,2.0,6.0,Americas
1990,Friendly,Argentina,4.0,5.0,6.0,Americas
1990,Friendly,Australia,3.0,3.0,2.0,Oceania
1990,Other,Belgium,1.0,1.0,3.0,Europe
1990,Friendly,Bulgaria,1.0,2.0,4.0,Europe
1990,Friendly,Cameroon,3.0,4.0,10.0,Africa
1990,Friendly,Chile,0.0,1.0,0.0,Americas
1990,Friendly,China,1.0,2.0,3.0,Asia
1990,FIFA World Cup,Colombia,4.0,3.0,3.0,Americas
1990,Friendly,Curaçao,3.0,1.0,1.0,Americas
1990,Friendly,DR Congo,0.0,4.0,2.0,Africa
1990,African Cup of Nations,Egypt,1.0,3.0,6.0,Africa
1990,FIFA World Cup,Egypt,1.0,3.0,2.0,Africa
1990,Other,Equatorial Guinea,3.0,3.0,10.0,Africa
1990,Friendly,Finland,6.0,6.0,11.0,Europe
1990,Other,France,3.0,2.0,1.0,Europe
1990,Other,Germany,3.0,1.0,2.0,Europe
1990,Friendly,Ghana,0.0,1.0,1.0,Africa
1990,Other,Ghana,1.0,1.0,0.0,Africa
1990,Friendly,Grenada,1.0,2.0,5.0,Americas
1990,Other,Guinea,1.0,1.0,1.0,Africa
1990,Friendly,Guinea-Bissau,1.0,1.0,0.0,Africa
1990,Friendly,Iceland,10.0,4.0,7.0,Europe
1990,African Cup of Nations,Kenya,0.0,3.0,3.0,Africa
1990,Friendly,Lithuania,2.0,1.0,2.0,Europe
1990,Friendly,Martinique,2.0,2.0,1.0,Americas
1990,Friendly,Mauritius,4.0,3.0,5.0,Africa
1990,Other,Mexico,1.0,1.0,2.0,Americas
1990,Other,Netherlands,8.0,2.0,1.0,Europe
1990,Other,Nigeria,1.0,1.0,0.0,Africa
1990,Other,North Korea,1.0,3.0,3.0,Asia
1990,Friendly,Papua New Guinea,1.0,4.0,5.0,Oceania
1990,Other,Poland,1.0,2.0,2.0,Europe
1990,FIFA World Cup,Romania,4.0,4.0,3.0,Europe
1990,FIFA World Cup,Scotland,2.0,3.0,3.0,Europe
1990,Friendly,Senegal,2.0,3.0,2.0,Africa
1990,FIFA World Cup,Spain,5.0,3.0,2.0,Europe
1990,Friendly,Suriname,0.0,1.0,5.0,Americas
1990,Other,United Arab Emirates,2.0,4.0,8.0,Asia
1990,FIFA World Cup,United States,1.0,2.0,3.0,Americas
1990,Friendly,Uruguay,10.0,6.0,7.0,Americas
1990,Friendly,Yemen,1.0,1.0,0.0,Asia
1990,Other,Zimbabwe,0.0,3.0,4.0,Africa
1991,Friendly,Albania,2.0,1.0,0.0,Europe
1991,Other,Algeria,2.0,2.0,2.0,Africa
1991,Other,Australia,0.0,1.0,0.0,Oceania
1991,Friendly,Belgium,2.0,2.0,0.0,Europe
1991,Friendly,Croatia,1.0,1.0,0.0,Europe
1991,Friendly,DR Congo,0.0,2.0,0.0,Africa
1991,Other,El Salvador,5.0,4.0,11.0,Americas
1991,Friendly,Eswatini,2.0,2.0,4.0,Africa
1991,Friendly,Finland,1.0,1.0,1.0,Europe
1991,Friendly,France,5.0,1.0,1.0,Europe
1991,Friendly,French Guiana,0.0,1.0,3.0,Americas
1991,Other,French Guiana,2.0,2.0,2.0,Americas
1991,Friendly,Georgia,4.0,1.0,2.0,Asia
1991,Other,Greenland,5.0,2.0,7.0,Americas
1991,Other,Guernsey,0.0,1.0,2.0,Europe
1991,Friendly,Guinea,0.0,2.0,0.0,Africa
1991,Other,Guinea-Bissau,1.0,2.0,6.0,Africa
1991,Friendly,Haiti,2.0,3.0,5.0,Americas
1991,Other,Haiti,4.0,2.0,3.0,Americas
1991,Friendly,Indonesia,0.0,1.0,2.0,Asia
1991,Friendly,Iran,0.0,1.0,1.0,Asia
1991,Friendly,Kenya,7.0,5.0,4.0,Africa
1991,Other,Latvia,3.0,2.0,1.0,Europe
1991,Friendly,Libya,0.0,1.0,2.0,Africa
1991,Other,Madagascar,2.0,2.0,2.0,Africa
1991,Friendly,Mauritania,0.0,2.0,2.0,Africa
1991,Other,Montserrat,1.0,2.0,4.0,Americas
1991,Friendly,Niger,4.0,2.0,7.0,Africa
1991,Friendly,North Korea,2.0,1.0,1.0,Asia
1991,Friendly,Paraguay,1.0,1.0,1.0,Americas
1991,Friendly,Russia,8.0,6.0,9.0,Europe
1991,Friendly,South Korea,1.0,1.0,0.0,Asia
1991,Other,Suriname,2.0,2.0,1.0,Americas
1991,Other,Thailand,0.0,1.0,1.0,Asia
1991,Copa América,Uruguay,4.0,4.0,3.0,Americas
1991,Copa América,Venezuela,1.0,4.0,15.0,Americas
1991,Friendly,Zambia,2.0,1.0,0.0,Africa
1991,Friendly,Zimbabwe,6.0,5.0,10.0,Africa
1992,Other,Angola,0.0,1.0,1.0,Africa
1992,Friendly,Azerbaijan,3.0,1.0,6.0,Asia
1992,Other,Bangladesh,0.0,2.0,7.0,Asia
1992,Friendly,Barbados,2.0,1.0,0.0,Americas
1992,Friendly,Belgium,4.0,2.0,5.0,Europe
1992,Other,Burkina Faso,0.0,1.0,3.0,Africa
